Datum;Bolag;Region;Antal annonser;Nya 14 dagar
2026-05-23;Studentconsulting;Örebro län;5;3
2026-05-23;Studentconsulting;Östergötlands län;27;9
2026-05-23;Poolia;Dalarnas län;1;1
2026-05-23;Poolia;Gävleborgs län;1;1
2026-05-23;Poolia;Jämtlands län;1;0
2026-05-23;Poolia;Jönköpings län;1;0
2026-05-23;Poolia;Kalmar län;1;0
2026-05-23;Poolia;Norrbottens län;6;6
2026-05-23;Poolia;Skåne län;12;10
2026-05-23;Poolia;Stockholms län;19;17
2026-05-23;Poolia;Södermanlands län;1;1
2026-05-23;Poolia;Uppsala län;3;1
2026-05-23;Poolia;Västerbottens län;2;1
2026-05-23;Poolia;Västernorrlands län;1;0
2026-05-23;Poolia;Västmanlands län;2;2
2026-05-23;Poolia;Västra Götalands län;7;7
2026-05-23;Poolia;Örebro län;1;0
2026-05-23;Poolia;Östergötlands län;17;13
2026-05-23;Uniflex;Blekinge län;3;2
2026-05-23;Uniflex;Gävleborgs län;2;2
2026-05-23;Uniflex;Hallands län;5;1
2026-05-23;Uniflex;Jämtlands län;2;0
2026-05-23;Uniflex;Jönköpings län;28;15
2026-05-23;Uniflex;Kalmar län;3;1
2026-05-23;Uniflex;Kronobergs län;6;1
2026-05-23;Uniflex;Skåne län;19;14
2026-05-23;Uniflex;Stockholms län;25;25
2026-05-23;Uniflex;Södermanlands län;2;1
2026-05-23;Uniflex;Uppsala län;2;1
2026-05-23;Uniflex;Värmlands län;4;2
2026-05-23;Uniflex;Västerbottens län;3;3
2026-05-23;Uniflex;Västernorrlands län;9;6
2026-05-23;Uniflex;Västmanlands län;4;3
2026-05-23;Uniflex;Västra Götalands län;31;9
2026-05-23;Uniflex;Örebro län;10;5
2026-05-23;Uniflex;Östergötlands län;16;3
2026-05-23;OnePartnerGroup;Blekinge län;1;0
2026-05-23;OnePartnerGroup;Gotlands län;1;1
2026-05-23;OnePartnerGroup;Gävleborgs län;14;4
2026-05-23;OnePartnerGroup;Hallands län;4;2
2026-05-23;OnePartnerGroup;Jämtlands län;13;2
2026-05-23;OnePartnerGroup;Jönköpings län;32;16
2026-05-23;OnePartnerGroup;Kalmar län;7;6
2026-05-23;OnePartnerGroup;Kronobergs län;12;6
2026-05-23;OnePartnerGroup;Norrbottens län;5;3
2026-05-23;OnePartnerGroup;Skåne län;6;4
2026-05-23;OnePartnerGroup;Stockholms län;14;9
2026-05-23;OnePartnerGroup;Södermanlands län;1;1
2026-05-23;OnePartnerGroup;Uppsala län;2;0
2026-05-23;OnePartnerGroup;Västerbottens län;9;5
2026-05-23;OnePartnerGroup;Västernorrlands län;11;9
2026-05-23;OnePartnerGroup;Västra Götalands län;35;17
2026-05-23;OnePartnerGroup;Östergötlands län;6;3
2026-05-23;Skill;Blekinge län;1;0
2026-05-23;Skill;Jönköpings län;2;0
2026-05-23;Skill;Kalmar län;1;0
2026-05-23;Skill;Stockholms län;1;1
2026-05-23;Skill;Västmanlands län;2;0
2026-05-23;Skill;Västra Götalands län;16;6
2026-05-23;Skill;Örebro län;1;1
2026-05-23;Skill;Östergötlands län;58;29
2026-05-23;Arena Personal;Blekinge län;1;1
2026-05-23;Arena Personal;Jämtlands län;1;1
2026-05-23;Arena Personal;Jönköpings län;2;2
2026-05-23;Arena Personal;Kronobergs län;1;1
2026-05-23;Arena Personal;Norrbottens län;2;1
2026-05-23;Arena Personal;Skåne län;9;7
2026-05-23;Arena Personal;Stockholms län;29;16
2026-05-23;Arena Personal;Södermanlands län;33;20
2026-05-23;Arena Personal;Uppsala län;3;1
2026-05-23;Arena Personal;Västerbottens län;2;1
2026-05-23;Arena Personal;Västernorrlands län;1;1
2026-05-23;Arena Personal;Västmanlands län;4;3
2026-05-23;Arena Personal;Västra Götalands län;8;1
2026-05-23;Arena Personal;Örebro län;6;5
2026-05-23;Arena Personal;Östergötlands län;5;3
2026-05-23;Tranpenad;Jönköpings län;2;2
2026-05-23;Tranpenad;Stockholms län;6;2
2026-05-23;Tranpenad;Södermanlands län;1;0
2026-05-23;Tranpenad;Uppsala län;5;1
2026-05-23;Tranpenad;Västra Götalands län;21;2
2026-05-23;Tranpenad;Östergötlands län;3;1
2026-05-23;Jobandtalent;Blekinge län;1;0
2026-05-23;Jobandtalent;Hallands län;11;5
2026-05-23;Jobandtalent;Jönköpings län;10;6
2026-05-23;Jobandtalent;Kalmar län;1;1
2026-05-23;Jobandtalent;Kronobergs län;2;0
2026-05-23;Jobandtalent;Norrbottens län;2;0
2026-05-23;Jobandtalent;Skåne län;15;11
2026-05-23;Jobandtalent;Stockholms län;10;7
2026-05-23;Jobandtalent;Södermanlands län;3;0
2026-05-23;Jobandtalent;Uppsala län;1;1
2026-05-23;Jobandtalent;Värmlands län;3;3
2026-05-23;Jobandtalent;Västerbottens län;3;1
2026-05-23;Jobandtalent;Västernorrlands län;3;3
2026-05-23;Jobandtalent;Västmanlands län;1;0
2026-05-23;Jobandtalent;Västra Götalands län;20;13
2026-05-23;Jobandtalent;Örebro län;3;2
2026-05-23;Jobandtalent;Östergötlands län;39;9
2026-05-23;NearYou;Hallands län;3;3
2026-05-23;NearYou;Jönköpings län;10;10
2026-05-23;NearYou;Kalmar län;6;4
2026-05-23;NearYou;Skåne län;2;1
2026-05-23;NearYou;Västra Götalands län;61;28
2026-05-23;NearYou;Örebro län;2;2
2026-05-23;SJR;Kronobergs län;1;0
2026-05-23;SJR;Skåne län;2;1
2026-05-23;SJR;Stockholms län;15;10
2026-05-23;SJR;Uppsala län;4;2
2026-05-23;SJR;Västra Götalands län;5;5
2026-05-23;Clockwork;Dalarnas län;19;10
2026-05-23;Clockwork;Gävleborgs län;8;6
2026-05-23;Clockwork;Jönköpings län;2;2
2026-05-23;Clockwork;Stockholms län;12;8
2026-05-23;Clockwork;Södermanlands län;1;1
2026-05-23;Clockwork;Uppsala län;1;1
2026-05-23;Clockwork;Västerbottens län;4;3
2026-05-23;Clockwork;Västmanlands län;5;2
2026-05-23;Clockwork;Västra Götalands län;2;2
2026-05-23;Logent;Hallands län;5;0
2026-05-23;Logent;Skåne län;13;4
2026-05-23;Logent;Stockholms län;7;6
2026-05-23;Logent;Västra Götalands län;8;2
2026-05-23;Bemannia;Dalarnas län;1;1
2026-05-23;Bemannia;Gävleborgs län;1;1
2026-05-23;Bemannia;Hallands län;1;1
2026-05-23;Bemannia;Jämtlands län;1;1
2026-05-23;Bemannia;Stockholms län;16;9
2026-05-23;Bemannia;Södermanlands län;2;2
2026-05-23;Bemannia;Uppsala län;1;1
2026-05-23;Bemannia;Västernorrlands län;1;1
2026-05-23;Bemannia;Västra Götalands län;4;2
2026-05-23;Bemannia;Örebro län;1;1
2026-05-23;Framtiden i Sverige;Blekinge län;2;0
2026-05-23;Framtiden i Sverige;Dalarnas län;8;3
2026-05-23;Framtiden i Sverige;Gotlands län;2;2
2026-05-23;Framtiden i Sverige;Gävleborgs län;1;1
2026-05-23;Framtiden i Sverige;Hallands län;4;3
2026-05-23;Framtiden i Sverige;Jönköpings län;15;3
2026-05-23;Framtiden i Sverige;Kalmar län;4;0
2026-05-23;Framtiden i Sverige;Norrbottens län;4;2
2026-05-23;Framtiden i Sverige;Skåne län;11;3
2026-05-23;Framtiden i Sverige;Stockholms län;27;10
2026-05-23;Framtiden i Sverige;Södermanlands län;2;0
2026-05-23;Framtiden i Sverige;Uppsala län;3;1
2026-05-23;Framtiden i Sverige;Värmlands län;7;1
2026-05-23;Framtiden i Sverige;Västernorrlands län;1;1
2026-05-23;Framtiden i Sverige;Västmanlands län;8;1
2026-05-23;Framtiden i Sverige;Västra Götalands län;24;11
2026-05-23;Framtiden i Sverige;Örebro län;6;2
2026-05-23;Framtiden i Sverige;Östergötlands län;39;17
2026-05-23;Professionals Nord;Jämtlands län;2;2
2026-05-23;Professionals Nord;Norrbottens län;68;32
2026-05-23;Professionals Nord;Skåne län;3;2
2026-05-23;Professionals Nord;Stockholms län;16;10
2026-05-23;Professionals Nord;Södermanlands län;3;0
2026-05-23;Professionals Nord;Uppsala län;1;0
2026-05-23;Professionals Nord;Värmlands län;2;1
2026-05-23;Professionals Nord;Västerbottens län;12;3
2026-05-23;Professionals Nord;Västernorrlands län;9;1
2026-05-23;Professionals Nord;Västmanlands län;9;0
2026-05-23;Professionals Nord;Västra Götalands län;16;5
2026-05-23;Professionals Nord;Örebro län;6;5
2026-05-23;Professionals Nord;Östergötlands län;15;6
2026-05-23;Bravura;Gävleborgs län;2;1
2026-05-23;Bravura;Hallands län;1;1
2026-05-23;Bravura;Jämtlands län;1;1
2026-05-23;Bravura;Jönköpings län;10;5
2026-05-23;Bravura;Kalmar län;1;1
2026-05-23;Bravura;Kronobergs län;3;1
2026-05-23;Bravura;Norrbottens län;2;0
2026-05-23;Bravura;Skåne län;22;9
2026-05-23;Bravura;Stockholms län;61;19
2026-05-23;Bravura;Södermanlands län;2;0
2026-05-23;Bravura;Uppsala län;2;1
2026-05-23;Bravura;Värmlands län;1;1
2026-05-23;Bravura;Västerbottens län;1;1
2026-05-23;Bravura;Västernorrlands län;6;4
2026-05-23;Bravura;Västmanlands län;3;1
2026-05-23;Bravura;Västra Götalands län;21;11
2026-05-23;Bravura;Örebro län;1;1
2026-05-23;Bravura;Östergötlands län;9;4
2026-05-23;Jurek;Dalarnas län;1;1
2026-05-23;Jurek;Gävleborgs län;1;1
2026-05-23;Jurek;Jönköpings län;1;1
2026-05-23;Jurek;Skåne län;1;0
2026-05-23;Jurek;Stockholms län;20;9
2026-05-23;Jurek;Uppsala län;2;1
2026-05-23;Jurek;Västra Götalands län;9;2
2026-05-23;TNG Group;Kronobergs län;3;1
2026-05-23;TNG Group;Skåne län;6;2
2026-05-23;TNG Group;Stockholms län;28;15
2026-05-23;TNG Group;Södermanlands län;1;0
2026-05-23;TNG Group;Västmanlands län;1;0
2026-05-23;TNG Group;Västra Götalands län;9;4
2026-05-23;TNG Group;Örebro län;3;1
2026-05-23;TNG Group;Östergötlands län;1;0
2026-05-23;Eterni Sweden;Blekinge län;1;1
2026-05-23;Eterni Sweden;Hallands län;2;2
2026-05-23;Eterni Sweden;Jönköpings län;18;11
2026-05-23;Eterni Sweden;Kalmar län;9;4
2026-05-23;Eterni Sweden;Kronobergs län;22;22
2026-05-23;Eterni Sweden;Skåne län;9;6
2026-05-23;Eterni Sweden;Stockholms län;5;5
2026-05-23;Eterni Sweden;Värmlands län;9;6
2026-05-23;Eterni Sweden;Västmanlands län;1;1
2026-05-23;Eterni Sweden;Västra Götalands län;11;7
2026-05-23;Eterni Sweden;Östergötlands län;3;0
2026-05-23;Friday;Blekinge län;3;1
2026-05-23;Friday;Hallands län;2;2
2026-05-23;Friday;Jönköpings län;2;0
2026-05-23;Friday;Kronobergs län;3;1
2026-05-23;Friday;Skåne län;19;7
2026-05-23;Friday;Stockholms län;32;11
2026-05-23;Friday;Södermanlands län;1;1
2026-05-23;Friday;Västmanlands län;1;0
2026-05-23;Friday;Västra Götalands län;43;10
2026-05-23;Friday;Örebro län;6;2
2026-05-23;Friday;Östergötlands län;23;7
2026-05-23;Gazella;Stockholms län;3;3
2026-05-23;Insitepart;Jönköpings län;7;3
2026-05-23;Insitepart;Kronobergs län;1;1
2026-05-23;Insitepart;Skåne län;2;1
2026-05-23;Insitepart;Stockholms län;9;5
2026-05-23;Insitepart;Södermanlands län;1;0
2026-05-23;Insitepart;Västra Götalands län;2;2
2026-05-23;Insitepart;Örebro län;3;1
2026-05-23;Wikan Personal;Blekinge län;2;1
2026-05-23;Wikan Personal;Dalarnas län;2;1
2026-05-23;Wikan Personal;Gävleborgs län;10;7
2026-05-23;Wikan Personal;Jönköpings län;8;4
2026-05-23;Wikan Personal;Kalmar län;1;0
2026-05-23;Wikan Personal;Kronobergs län;9;7
2026-05-23;Wikan Personal;Norrbottens län;1;1
2026-05-23;Wikan Personal;Skåne län;29;21
2026-05-23;Wikan Personal;Västerbottens län;12;8
2026-05-23;Wikan Personal;Västernorrlands län;1;1
2026-05-23;Konsultia;Dalarnas län;1;0
2026-05-23;Konsultia;Gävleborgs län;4;4
2026-05-23;Konsultia;Hallands län;2;0
2026-05-23;Konsultia;Jönköpings län;4;1
2026-05-23;Konsultia;Norrbottens län;13;5
2026-05-23;Konsultia;Skåne län;4;1
2026-05-23;Konsultia;Södermanlands län;1;1
2026-05-23;Konsultia;Västerbottens län;5;1
2026-05-23;Konsultia;Västernorrlands län;3;2
2026-05-23;Konsultia;Västmanlands län;1;0
2026-05-23;Konsultia;Västra Götalands län;15;8
2026-05-23;Konsultia;Örebro län;2;0
2026-05-24;Manpower;Blekinge län;2;1
2026-05-24;Manpower;Dalarnas län;3;3
2026-05-24;Manpower;Gävleborgs län;1;1
2026-05-24;Manpower;Jönköpings län;2;1
2026-05-24;Manpower;Skåne län;7;5
2026-05-24;Manpower;Stockholms län;8;3
2026-05-24;Manpower;Södermanlands län;1;1
2026-05-24;Manpower;Uppsala län;2;1
2026-05-24;Manpower;Värmlands län;3;2
2026-05-24;Manpower;Västernorrlands län;4;1
2026-05-24;Manpower;Västmanlands län;3;2
2026-05-24;Manpower;Västra Götalands län;15;7
2026-05-24;Manpower;Östergötlands län;2;1
2026-05-24;Lernia;Blekinge län;6;1
2026-05-24;Lernia;Dalarnas län;2;2
2026-05-24;Lernia;Gävleborgs län;5;3
2026-05-24;Lernia;Hallands län;35;5
2026-05-24;Lernia;Jämtlands län;2;1
2026-05-24;Lernia;Jönköpings län;14;4
2026-05-24;Lernia;Kalmar län;10;6
2026-05-24;Lernia;Kronobergs län;4;4
2026-05-24;Lernia;Norrbottens län;6;3
2026-05-24;Lernia;Skåne län;14;8
2026-05-24;Lernia;Stockholms län;5;1
2026-05-24;Lernia;Södermanlands län;5;2
2026-05-24;Lernia;Uppsala län;7;3
2026-05-24;Lernia;Västerbottens län;7;2
2026-05-24;Lernia;Västmanlands län;2;0
2026-05-24;Lernia;Västra Götalands län;47;25
2026-05-24;Lernia;Örebro län;2;1
2026-05-24;Lernia;Östergötlands län;7;2
2026-05-24;Adecco;Blekinge län;2;1
2026-05-24;Adecco;Dalarnas län;4;0
2026-05-24;Adecco;Hallands län;9;5
2026-05-24;Adecco;Jönköpings län;10;7
2026-05-24;Adecco;Kalmar län;2;1
2026-05-24;Adecco;Kronobergs län;12;7
2026-05-24;Adecco;Norrbottens län;17;8
2026-05-24;Adecco;Skåne län;17;9
2026-05-24;Adecco;Stockholms län;25;24
2026-05-24;Adecco;Uppsala län;6;4
2026-05-24;Adecco;Värmlands län;9;3
2026-05-24;Adecco;Västerbottens län;5;1
2026-05-24;Adecco;Västernorrlands län;2;0
2026-05-24;Adecco;Västmanlands län;7;5
2026-05-24;Adecco;Västra Götalands län;21;11
2026-05-24;Adecco;Örebro län;1;1
2026-05-24;Adecco;Östergötlands län;10;5
2026-05-24;Perido;Dalarnas län;1;1
2026-05-24;Perido;Jönköpings län;1;0
2026-05-24;Perido;Stockholms län;14;10
2026-05-24;Perido;Västra Götalands län;8;7
2026-05-24;Perido;Östergötlands län;4;0
2026-05-24;Randstad;Gävleborgs län;4;3
2026-05-24;Randstad;Hallands län;1;0
2026-05-24;Randstad;Jönköpings län;14;4
2026-05-24;Randstad;Norrbottens län;5;1
2026-05-24;Randstad;Skåne län;9;4
2026-05-24;Randstad;Stockholms län;34;21
2026-05-24;Randstad;Södermanlands län;2;2
2026-05-24;Randstad;Uppsala län;10;5
2026-05-24;Randstad;Värmlands län;1;1
2026-05-24;Randstad;Västerbottens län;1;1
2026-05-24;Randstad;Västernorrlands län;2;0
2026-05-24;Randstad;Västmanlands län;2;1
2026-05-24;Randstad;Västra Götalands län;47;20
2026-05-24;Randstad;Örebro län;1;0
2026-05-24;Randstad;Östergötlands län;21;4
2026-05-24;Academic Work;Blekinge län;1;1
2026-05-24;Academic Work;Dalarnas län;9;3
2026-05-24;Academic Work;Gävleborgs län;7;4
2026-05-24;Academic Work;Hallands län;1;1
2026-05-24;Academic Work;Jämtlands län;8;2
2026-05-24;Academic Work;Jönköpings län;6;1
2026-05-24;Academic Work;Kalmar län;1;0
2026-05-24;Academic Work;Kronobergs län;2;1
2026-05-24;Academic Work;Norrbottens län;9;4
2026-05-24;Academic Work;Skåne län;53;26
2026-05-24;Academic Work;Stockholms län;132;51
2026-05-24;Academic Work;Södermanlands län;1;0
2026-05-24;Academic Work;Uppsala län;15;5
2026-05-24;Academic Work;Värmlands län;15;5
2026-05-24;Academic Work;Västerbottens län;14;7
2026-05-24;Academic Work;Västernorrlands län;8;4
2026-05-24;Academic Work;Västmanlands län;10;4
2026-05-24;Academic Work;Västra Götalands län;42;18
2026-05-24;Academic Work;Örebro län;23;9
2026-05-24;Academic Work;Östergötlands län;32;11
2026-05-24;Studentconsulting;Blekinge län;4;3
2026-05-24;Studentconsulting;Dalarnas län;6;4
2026-05-24;Studentconsulting;Gävleborgs län;1;1
2026-05-24;Studentconsulting;Hallands län;6;2
2026-05-24;Studentconsulting;Jämtlands län;1;1
2026-05-24;Studentconsulting;Jönköpings län;10;5
2026-05-24;Studentconsulting;Kronobergs län;17;9
2026-05-24;Studentconsulting;Norrbottens län;34;18
2026-05-24;Studentconsulting;Skåne län;46;22
2026-05-24;Studentconsulting;Stockholms län;22;10
2026-05-24;Studentconsulting;Södermanlands län;5;4
2026-05-24;Studentconsulting;Uppsala län;3;0
2026-05-24;Studentconsulting;Värmlands län;2;1
2026-05-24;Studentconsulting;Västerbottens län;7;4
2026-05-24;Studentconsulting;Västernorrlands län;6;4
2026-05-24;Studentconsulting;Västmanlands län;13;4
2026-05-24;Studentconsulting;Västra Götalands län;41;28
2026-05-24;Studentconsulting;Örebro län;4;2
2026-05-24;Studentconsulting;Östergötlands län;27;9
2026-05-24;Poolia;Dalarnas län;1;1
2026-05-24;Poolia;Gävleborgs län;1;1
2026-05-24;Poolia;Jämtlands län;1;0
2026-05-24;Poolia;Jönköpings län;1;0
2026-05-24;Poolia;Kalmar län;1;0
2026-05-24;Poolia;Norrbottens län;6;6
2026-05-24;Poolia;Skåne län;12;10
2026-05-24;Poolia;Stockholms län;18;16
2026-05-24;Poolia;Södermanlands län;1;1
2026-05-24;Poolia;Uppsala län;2;0
2026-05-24;Poolia;Västerbottens län;2;1
2026-05-24;Poolia;Västernorrlands län;1;0
2026-05-24;Poolia;Västmanlands län;2;2
2026-05-24;Poolia;Västra Götalands län;6;6
2026-05-24;Poolia;Örebro län;1;0
2026-05-24;Poolia;Östergötlands län;17;13
2026-05-24;Uniflex;Blekinge län;3;2
2026-05-24;Uniflex;Gävleborgs län;2;2
2026-05-24;Uniflex;Hallands län;5;1
2026-05-24;Uniflex;Jämtlands län;2;0
2026-05-24;Uniflex;Jönköpings län;26;15
2026-05-24;Uniflex;Kalmar län;3;1
2026-05-24;Uniflex;Kronobergs län;6;1
2026-05-24;Uniflex;Skåne län;16;13
2026-05-24;Uniflex;Stockholms län;25;25
2026-05-24;Uniflex;Södermanlands län;2;1
2026-05-24;Uniflex;Uppsala län;2;1
2026-05-24;Uniflex;Värmlands län;3;2
2026-05-24;Uniflex;Västerbottens län;3;3
2026-05-24;Uniflex;Västernorrlands län;9;6
2026-05-24;Uniflex;Västmanlands län;4;3
2026-05-24;Uniflex;Västra Götalands län;31;9
2026-05-24;Uniflex;Örebro län;10;5
2026-05-24;Uniflex;Östergötlands län;16;3
2026-05-24;OnePartnerGroup;Blekinge län;1;0
2026-05-24;OnePartnerGroup;Gotlands län;1;1
2026-05-24;OnePartnerGroup;Gävleborgs län;13;4
2026-05-24;OnePartnerGroup;Hallands län;4;2
2026-05-24;OnePartnerGroup;Jämtlands län;13;2
2026-05-24;OnePartnerGroup;Jönköpings län;32;16
2026-05-24;OnePartnerGroup;Kalmar län;7;6
2026-05-24;OnePartnerGroup;Kronobergs län;12;6
2026-05-24;OnePartnerGroup;Norrbottens län;5;3
2026-05-24;OnePartnerGroup;Skåne län;6;4
2026-05-24;OnePartnerGroup;Stockholms län;13;9
2026-05-24;OnePartnerGroup;Södermanlands län;1;1
2026-05-24;OnePartnerGroup;Uppsala län;2;0
2026-05-24;OnePartnerGroup;Västerbottens län;9;5
2026-05-24;OnePartnerGroup;Västernorrlands län;11;9
2026-05-24;OnePartnerGroup;Västra Götalands län;35;17
2026-05-24;OnePartnerGroup;Östergötlands län;6;3
2026-05-24;Skill;Blekinge län;1;0
2026-05-24;Skill;Jönköpings län;2;0
2026-05-24;Skill;Kalmar län;1;0
2026-05-24;Skill;Stockholms län;1;1
2026-05-24;Skill;Västmanlands län;2;0
2026-05-24;Skill;Västra Götalands län;16;6
2026-05-24;Skill;Örebro län;1;1
2026-05-24;Skill;Östergötlands län;58;29
2026-05-24;Arena Personal;Blekinge län;1;1
2026-05-24;Arena Personal;Jämtlands län;1;1
2026-05-24;Arena Personal;Jönköpings län;2;2
2026-05-24;Arena Personal;Kronobergs län;1;1
2026-05-24;Arena Personal;Norrbottens län;2;1
2026-05-24;Arena Personal;Skåne län;9;7
2026-05-24;Arena Personal;Stockholms län;29;16
2026-05-24;Arena Personal;Södermanlands län;33;20
2026-05-24;Arena Personal;Uppsala län;3;1
2026-05-24;Arena Personal;Västerbottens län;2;1
2026-05-24;Arena Personal;Västernorrlands län;1;1
2026-05-24;Arena Personal;Västmanlands län;4;3
2026-05-24;Arena Personal;Västra Götalands län;8;1
2026-05-24;Arena Personal;Örebro län;6;5
2026-05-24;Arena Personal;Östergötlands län;5;3
2026-05-24;Tranpenad;Jönköpings län;2;2
2026-05-24;Tranpenad;Stockholms län;6;2
2026-05-24;Tranpenad;Södermanlands län;1;0
2026-05-24;Tranpenad;Uppsala län;5;1
2026-05-24;Tranpenad;Västra Götalands län;21;2
2026-05-24;Tranpenad;Östergötlands län;3;1
2026-05-24;Jobandtalent;Blekinge län;1;0
2026-05-24;Jobandtalent;Hallands län;11;5
2026-05-24;Jobandtalent;Jönköpings län;10;6
2026-05-24;Jobandtalent;Kalmar län;1;1
2026-05-24;Jobandtalent;Kronobergs län;2;0
2026-05-24;Jobandtalent;Norrbottens län;2;0
2026-05-24;Jobandtalent;Skåne län;15;11
2026-05-24;Jobandtalent;Stockholms län;10;7
2026-05-24;Jobandtalent;Södermanlands län;3;0
2026-05-24;Jobandtalent;Uppsala län;1;1
2026-05-24;Jobandtalent;Värmlands län;3;3
2026-05-24;Jobandtalent;Västerbottens län;3;1
2026-05-24;Jobandtalent;Västernorrlands län;3;3
2026-05-24;Jobandtalent;Västmanlands län;1;0
2026-05-24;Jobandtalent;Västra Götalands län;20;13
2026-05-24;Jobandtalent;Örebro län;3;2
2026-05-24;Jobandtalent;Östergötlands län;39;9
2026-05-24;NearYou;Hallands län;3;3
2026-05-24;NearYou;Jönköpings län;10;10
2026-05-24;NearYou;Kalmar län;6;4
2026-05-24;NearYou;Skåne län;1;1
2026-05-24;NearYou;Västra Götalands län;57;28
2026-05-24;NearYou;Örebro län;2;2
2026-05-24;SJR;Kronobergs län;1;0
2026-05-24;SJR;Skåne län;2;1
2026-05-24;SJR;Stockholms län;15;10
2026-05-24;SJR;Uppsala län;4;2
2026-05-24;SJR;Västra Götalands län;5;5
2026-05-24;Clockwork;Dalarnas län;19;10
2026-05-24;Clockwork;Gävleborgs län;8;6
2026-05-24;Clockwork;Jönköpings län;2;2
2026-05-24;Clockwork;Stockholms län;11;8
2026-05-24;Clockwork;Södermanlands län;1;1
2026-05-24;Clockwork;Uppsala län;1;1
2026-05-24;Clockwork;Västerbottens län;4;3
2026-05-24;Clockwork;Västmanlands län;5;2
2026-05-24;Clockwork;Västra Götalands län;2;2
2026-05-24;Logent;Hallands län;5;0
2026-05-24;Logent;Skåne län;13;4
2026-05-24;Logent;Stockholms län;7;6
2026-05-24;Logent;Västra Götalands län;8;2
2026-05-24;Bemannia;Dalarnas län;1;1
2026-05-24;Bemannia;Gävleborgs län;1;1
2026-05-24;Bemannia;Hallands län;1;1
2026-05-24;Bemannia;Jämtlands län;1;1
2026-05-24;Bemannia;Stockholms län;16;9
2026-05-24;Bemannia;Södermanlands län;2;2
2026-05-24;Bemannia;Uppsala län;1;1
2026-05-24;Bemannia;Västernorrlands län;1;1
2026-05-24;Bemannia;Västra Götalands län;4;2
2026-05-24;Bemannia;Örebro län;1;1
2026-05-24;Framtiden i Sverige;Blekinge län;2;0
2026-05-24;Framtiden i Sverige;Dalarnas län;8;3
2026-05-24;Framtiden i Sverige;Gotlands län;2;2
2026-05-24;Framtiden i Sverige;Gävleborgs län;1;1
2026-05-24;Framtiden i Sverige;Hallands län;4;3
2026-05-24;Framtiden i Sverige;Jönköpings län;15;3
2026-05-24;Framtiden i Sverige;Kalmar län;4;0
2026-05-24;Framtiden i Sverige;Norrbottens län;4;2
2026-05-24;Framtiden i Sverige;Skåne län;9;3
2026-05-24;Framtiden i Sverige;Stockholms län;27;10
2026-05-24;Framtiden i Sverige;Södermanlands län;2;0
2026-05-24;Framtiden i Sverige;Uppsala län;3;1
2026-05-24;Framtiden i Sverige;Värmlands län;7;1
2026-05-24;Framtiden i Sverige;Västernorrlands län;1;1
2026-05-24;Framtiden i Sverige;Västmanlands län;8;1
2026-05-24;Framtiden i Sverige;Västra Götalands län;21;11
2026-05-24;Framtiden i Sverige;Örebro län;6;2
2026-05-24;Framtiden i Sverige;Östergötlands län;39;17
2026-05-24;Professionals Nord;Jämtlands län;2;2
2026-05-24;Professionals Nord;Norrbottens län;66;32
2026-05-24;Professionals Nord;Skåne län;3;2
2026-05-24;Professionals Nord;Stockholms län;16;10
2026-05-24;Professionals Nord;Södermanlands län;3;0
2026-05-24;Professionals Nord;Uppsala län;1;0
2026-05-24;Professionals Nord;Värmlands län;2;1
2026-05-24;Professionals Nord;Västerbottens län;12;3
2026-05-24;Professionals Nord;Västernorrlands län;9;1
2026-05-24;Professionals Nord;Västmanlands län;9;0
2026-05-24;Professionals Nord;Västra Götalands län;16;5
2026-05-24;Professionals Nord;Örebro län;6;5
2026-05-24;Professionals Nord;Östergötlands län;15;6
2026-05-24;Bravura;Gävleborgs län;2;1
2026-05-24;Bravura;Hallands län;1;1
2026-05-24;Bravura;Jämtlands län;1;1
2026-05-24;Bravura;Jönköpings län;10;5
2026-05-24;Bravura;Kalmar län;1;1
2026-05-24;Bravura;Kronobergs län;3;1
2026-05-24;Bravura;Norrbottens län;2;0
2026-05-24;Bravura;Skåne län;22;9
2026-05-24;Bravura;Stockholms län;61;19
2026-05-24;Bravura;Södermanlands län;2;0
2026-05-24;Bravura;Uppsala län;2;1
2026-05-24;Bravura;Värmlands län;1;1
2026-05-24;Bravura;Västerbottens län;1;1
2026-05-24;Bravura;Västernorrlands län;6;4
2026-05-24;Bravura;Västmanlands län;3;1
2026-05-24;Bravura;Västra Götalands län;21;11
2026-05-24;Bravura;Örebro län;1;1
2026-05-24;Bravura;Östergötlands län;9;4
2026-05-24;Jurek;Dalarnas län;1;1
2026-05-24;Jurek;Gävleborgs län;1;1
2026-05-24;Jurek;Jönköpings län;1;1
2026-05-24;Jurek;Skåne län;1;0
2026-05-24;Jurek;Stockholms län;20;9
2026-05-24;Jurek;Uppsala län;2;1
2026-05-24;Jurek;Västra Götalands län;9;2
2026-05-24;TNG Group;Kronobergs län;3;1
2026-05-24;TNG Group;Skåne län;6;2
2026-05-24;TNG Group;Stockholms län;27;15
2026-05-24;TNG Group;Södermanlands län;1;0
2026-05-24;TNG Group;Västmanlands län;1;0
2026-05-24;TNG Group;Västra Götalands län;9;4
2026-05-24;TNG Group;Örebro län;3;1
2026-05-24;TNG Group;Östergötlands län;1;0
2026-05-24;Eterni Sweden;Blekinge län;1;1
2026-05-24;Eterni Sweden;Hallands län;2;2
2026-05-24;Eterni Sweden;Jönköpings län;18;11
2026-05-24;Eterni Sweden;Kalmar län;9;4
